filename,label,manipulation_type,original_text_content
auth_00267.jpg,authentic,none,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
auth_00324.jpg,authentic,none,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
auth_00452.jpg,authentic,none,Festival de cinema premia diretor brasileiro com o Leão de Ouro. 🎬
manip_00391.jpg,manipulated,jpeg_compression,O novo relatório do IPCC alerta para o aumento da temperatura global nos próximos anos. #Clima
manip_00326.jpg,manipulated,icon_insertion,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
manip_00209.jpg,manipulated,jpeg_compression,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
manip_00181.jpg,manipulated,metrics_change,"A taxa de desemprego caiu para 8,5% no último trimestre, segundo dados do IBGE."
auth_00386.jpg,authentic,none,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
manip_00423.jpg,manipulated,jpeg_compression,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
manip_00132.jpg,manipulated,text_swap,Cientistas descobrem nova espécie de orquídea na Mata Atlântica.
manip_00148.jpg,manipulated,metrics_change,Estudo da USP mostra que prática regular de exercícios reduz riscos cardíacos em 30%.
manip_00007.jpg,manipulated,visual_quality,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
auth_00207.jpg,authentic,none,Começam hoje as inscrições para o concurso público com 500 vagas.
manip_00378.jpg,manipulated,visual_quality,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
manip_00478.jpg,manipulated,visual_quality,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
auth_00143.jpg,authentic,none,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
auth_00356.jpg,authentic,none,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
auth_00177.jpg,authentic,none,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
manip_00096.jpg,manipulated,text_swap,O consumo de energia elétrica aumentou 4% em relação ao mesmo período do ano passado.
auth_00002.jpg,authentic,none,O novo relatório do IPCC alerta para o aumento da temperatura global nos próximos anos. #Clima
manip_00001.jpg,manipulated,visual_quality,"A taxa de desemprego caiu para 8,5% no último trimestre, segundo dados do IBGE."
auth_00159.jpg,authentic,none,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
manip_00333.jpg,manipulated,metrics_change,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
manip_00235.jpg,manipulated,metrics_change,Governo anuncia redução de 5% no imposto para empresas de tecnologia verde.
auth_00178.jpg,authentic,none,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
manip_00160.jpg,manipulated,copy_paste,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
auth_00368.jpg,authentic,none,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
manip_00265.jpg,manipulated,copy_paste,Lançamento do novo satélite vai melhorar a previsão do tempo no Nordeste.
auth_00279.jpg,authentic,none,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
manip_00295.jpg,manipulated,icon_insertion,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
auth_00245.jpg,authentic,none,Começam hoje as inscrições para o concurso público com 500 vagas.
auth_00423.jpg,authentic,none,Governo anuncia redução de 5% no imposto para empresas de tecnologia verde.
manip_00019.jpg,manipulated,visual_quality,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
manip_00454.jpg,manipulated,text_swap,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
manip_00494.jpg,manipulated,visual_quality,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
auth_00490.jpg,authentic,none,A campanha de vacinação contra a gripe começa na próxima segunda-feira em todo o país.
auth_00310.jpg,authentic,none,O consumo de energia elétrica aumentou 4% em relação ao mesmo período do ano passado.
manip_00398.jpg,manipulated,text_swap,Museu de Arte Moderna abre exposição gratuita sobre o Modernismo no Brasil.
manip_00013.jpg,manipulated,metrics_change,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
manip_00338.jpg,manipulated,icon_insertion,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
auth_00342.jpg,authentic,none,Festival de cinema premia diretor brasileiro com o Leão de Ouro. 🎬
manip_00017.jpg,manipulated,icon_insertion,Lançamento do novo satélite vai melhorar a previsão do tempo no Nordeste.
auth_00425.jpg,authentic,none,A campanha de vacinação contra a gripe começa na próxima segunda-feira em todo o país.
manip_00310.jpg,manipulated,visual_quality,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
manip_00192.jpg,manipulated,jpeg_compression,Cientistas descobrem nova espécie de orquídea na Mata Atlântica.
manip_00230.jpg,manipulated,metrics_change,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
manip_00273.jpg,manipulated,text_swap,Cientistas descobrem nova espécie de orquídea na Mata Atlântica.
manip_00065.jpg,manipulated,copy_paste,Governo anuncia redução de 5% no imposto para empresas de tecnologia verde.
manip_00122.jpg,manipulated,copy_paste,Estudo da USP mostra que prática regular de exercícios reduz riscos cardíacos em 30%.
auth_00281.jpg,authentic,none,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
manip_00139.jpg,manipulated,jpeg_compression,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
manip_00153.jpg,manipulated,jpeg_compression,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
manip_00468.jpg,manipulated,icon_insertion,Lançamento do novo satélite vai melhorar a previsão do tempo no Nordeste.
manip_00303.jpg,manipulated,visual_quality,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
auth_00095.jpg,authentic,none,"A taxa de desemprego caiu para 8,5% no último trimestre, segundo dados do IBGE."
auth_00411.jpg,authentic,none,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
auth_00297.jpg,authentic,none,A campanha de vacinação contra a gripe começa na próxima segunda-feira em todo o país.
manip_00288.jpg,manipulated,copy_paste,Estudo da USP mostra que prática regular de exercícios reduz riscos cardíacos em 30%.
auth_00183.jpg,authentic,none,Lançamento do novo satélite vai melhorar a previsão do tempo no Nordeste.
auth_00327.jpg,authentic,none,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
auth_00014.jpg,authentic,none,Cientistas descobrem nova espécie de orquídea na Mata Atlântica.
auth_00140.jpg,authentic,none,Cientistas descobrem nova espécie de orquídea na Mata Atlântica.
auth_00008.jpg,authentic,none,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
auth_00210.jpg,authentic,none,A campanha de vacinação contra a gripe começa na próxima segunda-feira em todo o país.
auth_00282.jpg,authentic,none,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
manip_00088.jpg,manipulated,jpeg_compression,O consumo de energia elétrica aumentou 4% em relação ao mesmo período do ano passado.
auth_00165.jpg,authentic,none,Festival de cinema premia diretor brasileiro com o Leão de Ouro. 🎬
manip_00215.jpg,manipulated,jpeg_compression,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
manip_00342.jpg,manipulated,metrics_change,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
auth_00231.jpg,authentic,none,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
auth_00032.jpg,authentic,none,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
auth_00412.jpg,authentic,none,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
auth_00022.jpg,authentic,none,Festival de cinema premia diretor brasileiro com o Leão de Ouro. 🎬
auth_00291.jpg,authentic,none,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
auth_00426.jpg,authentic,none,Governo anuncia redução de 5% no imposto para empresas de tecnologia verde.
manip_00317.jpg,manipulated,icon_insertion,Cientistas descobrem nova espécie de orquídea na Mata Atlântica.
auth_00004.jpg,authentic,none,Lançamento do novo satélite vai melhorar a previsão do tempo no Nordeste.
auth_00026.jpg,authentic,none,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
manip_00111.jpg,manipulated,metrics_change,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
auth_00392.jpg,authentic,none,Lançamento do novo satélite vai melhorar a previsão do tempo no Nordeste.
auth_00065.jpg,authentic,none,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
manip_00229.jpg,manipulated,visual_quality,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
auth_00491.jpg,authentic,none,"A taxa de desemprego caiu para 8,5% no último trimestre, segundo dados do IBGE."
manip_00232.jpg,manipulated,jpeg_compression,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
auth_00455.jpg,authentic,none,Estudo da USP mostra que prática regular de exercícios reduz riscos cardíacos em 30%.
auth_00196.jpg,authentic,none,"A taxa de desemprego caiu para 8,5% no último trimestre, segundo dados do IBGE."
manip_00377.jpg,manipulated,copy_paste,"A taxa de desemprego caiu para 8,5% no último trimestre, segundo dados do IBGE."
auth_00290.jpg,authentic,none,Museu de Arte Moderna abre exposição gratuita sobre o Modernismo no Brasil.
auth_00391.jpg,authentic,none,Governo anuncia redução de 5% no imposto para empresas de tecnologia verde.
manip_00408.jpg,manipulated,visual_quality,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
manip_00217.jpg,manipulated,jpeg_compression,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
auth_00436.jpg,authentic,none,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
manip_00179.jpg,manipulated,copy_paste,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
auth_00430.jpg,authentic,none,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
manip_00438.jpg,manipulated,text_swap,Estudo da USP mostra que prática regular de exercícios reduz riscos cardíacos em 30%.
auth_00250.jpg,authentic,none,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
manip_00271.jpg,manipulated,text_swap,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
auth_00164.jpg,authentic,none,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
manip_00415.jpg,manipulated,jpeg_compression,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
auth_00468.jpg,authentic,none,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
auth_00268.jpg,authentic,none,Festival de cinema premia diretor brasileiro com o Leão de Ouro. 🎬
auth_00073.jpg,authentic,none,Começam hoje as inscrições para o concurso público com 500 vagas.
manip_00264.jpg,manipulated,jpeg_compression,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
manip_00093.jpg,manipulated,metrics_change,O novo relatório do IPCC alerta para o aumento da temperatura global nos próximos anos. #Clima
auth_00254.jpg,authentic,none,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
auth_00044.jpg,authentic,none,Lançamento do novo satélite vai melhorar a previsão do tempo no Nordeste.
auth_00232.jpg,authentic,none,Lançamento do novo satélite vai melhorar a previsão do tempo no Nordeste.
auth_00375.jpg,authentic,none,Começam hoje as inscrições para o concurso público com 500 vagas.
auth_00284.jpg,authentic,none,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
auth_00024.jpg,authentic,none,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
auth_00421.jpg,authentic,none,A campanha de vacinação contra a gripe começa na próxima segunda-feira em todo o país.
manip_00485.jpg,manipulated,visual_quality,Museu de Arte Moderna abre exposição gratuita sobre o Modernismo no Brasil.
auth_00475.jpg,authentic,none,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
auth_00018.jpg,authentic,none,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
auth_00493.jpg,authentic,none,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
auth_00059.jpg,authentic,none,O novo relatório do IPCC alerta para o aumento da temperatura global nos próximos anos. #Clima
manip_00431.jpg,manipulated,jpeg_compression,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
auth_00471.jpg,authentic,none,Começam hoje as inscrições para o concurso público com 500 vagas.
auth_00462.jpg,authentic,none,A campanha de vacinação contra a gripe começa na próxima segunda-feira em todo o país.
auth_00015.jpg,authentic,none,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
manip_00188.jpg,manipulated,icon_insertion,Cientistas descobrem nova espécie de orquídea na Mata Atlântica.
manip_00221.jpg,manipulated,icon_insertion,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
manip_00402.jpg,manipulated,text_swap,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
manip_00365.jpg,manipulated,visual_quality,O novo relatório do IPCC alerta para o aumento da temperatura global nos próximos anos. #Clima
auth_00219.jpg,authentic,none,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
manip_00038.jpg,manipulated,icon_insertion,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
auth_00453.jpg,authentic,none,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
auth_00011.jpg,authentic,none,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
manip_00491.jpg,manipulated,icon_insertion,Lançamento do novo satélite vai melhorar a previsão do tempo no Nordeste.
manip_00142.jpg,manipulated,copy_paste,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
manip_00228.jpg,manipulated,icon_insertion,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
auth_00472.jpg,authentic,none,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
manip_00156.jpg,manipulated,text_swap,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
auth_00040.jpg,authentic,none,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
manip_00382.jpg,manipulated,jpeg_compression,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
auth_00394.jpg,authentic,none,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
auth_00440.jpg,authentic,none,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
auth_00381.jpg,authentic,none,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
auth_00074.jpg,authentic,none,Lançamento do novo satélite vai melhorar a previsão do tempo no Nordeste.
auth_00146.jpg,authentic,none,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
manip_00055.jpg,manipulated,icon_insertion,O consumo de energia elétrica aumentou 4% em relação ao mesmo período do ano passado.
auth_00055.jpg,authentic,none,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
auth_00474.jpg,authentic,none,Museu de Arte Moderna abre exposição gratuita sobre o Modernismo no Brasil.
auth_00141.jpg,authentic,none,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
manip_00213.jpg,manipulated,metrics_change,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
auth_00362.jpg,authentic,none,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
manip_00302.jpg,manipulated,jpeg_compression,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
auth_00033.jpg,authentic,none,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
manip_00351.jpg,manipulated,text_swap,"A taxa de desemprego caiu para 8,5% no último trimestre, segundo dados do IBGE."
manip_00165.jpg,manipulated,metrics_change,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
auth_00463.jpg,authentic,none,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
manip_00037.jpg,manipulated,icon_insertion,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
auth_00145.jpg,authentic,none,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
auth_00211.jpg,authentic,none,Museu de Arte Moderna abre exposição gratuita sobre o Modernismo no Brasil.
auth_00163.jpg,authentic,none,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
manip_00062.jpg,manipulated,jpeg_compression,Governo anuncia redução de 5% no imposto para empresas de tecnologia verde.
auth_00078.jpg,authentic,none,Festival de cinema premia diretor brasileiro com o Leão de Ouro. 🎬
auth_00409.jpg,authentic,none,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
auth_00432.jpg,authentic,none,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
manip_00119.jpg,manipulated,copy_paste,"Dólar opera em baixa nesta terça-feira, cotado a R$ 4,95."
manip_00051.jpg,manipulated,metrics_change,Governo anuncia redução de 5% no imposto para empresas de tecnologia verde.
manip_00071.jpg,manipulated,jpeg_compression,Começam hoje as inscrições para o concurso público com 500 vagas.
manip_00477.jpg,manipulated,metrics_change,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
auth_00424.jpg,authentic,none,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
auth_00070.jpg,authentic,none,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
auth_00184.jpg,authentic,none,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
auth_00153.jpg,authentic,none,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
auth_00300.jpg,authentic,none,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
manip_00253.jpg,manipulated,visual_quality,Estudo da USP mostra que prática regular de exercícios reduz riscos cardíacos em 30%.
manip_00466.jpg,manipulated,text_swap,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
manip_00372.jpg,manipulated,jpeg_compression,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
manip_00068.jpg,manipulated,metrics_change,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
manip_00078.jpg,manipulated,jpeg_compression,Festival de cinema premia diretor brasileiro com o Leão de Ouro. 🎬
auth_00063.jpg,authentic,none,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
auth_00228.jpg,authentic,none,A campanha de vacinação contra a gripe começa na próxima segunda-feira em todo o país.
auth_00285.jpg,authentic,none,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
auth_00012.jpg,authentic,none,A campanha de vacinação contra a gripe começa na próxima segunda-feira em todo o país.
manip_00136.jpg,manipulated,icon_insertion,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
manip_00470.jpg,manipulated,copy_paste,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
auth_00481.jpg,authentic,none,Ministério da Saúde reforça importância de manter carteira de vacinação atualizada.
auth_00109.jpg,authentic,none,"A taxa de desemprego caiu para 8,5% no último trimestre, segundo dados do IBGE."
manip_00363.jpg,manipulated,copy_paste,Começam hoje as inscrições para o concurso público com 500 vagas.
manip_00185.jpg,manipulated,copy_paste,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
auth_00234.jpg,authentic,none,A campanha de vacinação contra a gripe começa na próxima segunda-feira em todo o país.
auth_00320.jpg,authentic,none,"Bolsa de Valores fecha em alta de 1,2% puxada pelo setor de commodities."
auth_00451.jpg,authentic,none,Começam hoje as inscrições para o concurso público com 500 vagas.
auth_00275.jpg,authentic,none,Começam hoje as inscrições para o concurso público com 500 vagas.
auth_00332.jpg,authentic,none,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
manip_00406.jpg,manipulated,jpeg_compression,Começam hoje as inscrições para o concurso público com 500 vagas.
manip_00180.jpg,manipulated,text_swap,Nova atualização do sistema bancário permitirá transferências instantâneas internacionais.
auth_00046.jpg,authentic,none,Festival de cinema premia diretor brasileiro com o Leão de Ouro. 🎬
manip_00135.jpg,manipulated,icon_insertion,"A taxa de desemprego caiu para 8,5% no último trimestre, segundo dados do IBGE."
manip_00200.jpg,manipulated,jpeg_compression,Pesquisa aponta crescimento do comércio eletrônico no primeiro semestre.
manip_00247.jpg,manipulated,text_swap,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
auth_00060.jpg,authentic,none,Prefeitura inaugura 5 novas creches na zona leste da cidade hoje.
manip_00198.jpg,manipulated,copy_paste,Museu de Arte Moderna abre exposição gratuita sobre o Modernismo no Brasil.
auth_00156.jpg,authentic,none,Brasil vence a Argentina por 3x0 e garante vaga na final do campeonato. ⚽
manip_00028.jpg,manipulated,text_swap,Trânsito intenso na Avenida Paulista devido a obras de manutenção no asfalto.
manip_00000.jpg,manipulated,copy_paste,Receita Federal libera a consulta ao terceiro lote de restituição do Imposto de Renda.
manip_00090.jpg,manipulated,icon_insertion,Estudo da USP mostra que prática regular de exercícios reduz riscos cardíacos em 30%.
auth_00487.jpg,authentic,none,Museu de Arte Moderna abre exposição gratuita sobre o Modernismo no Brasil.
